index,title,url,press,date,keyword,content,Scraped_date
4,포스코 ‘현직 회장 프리미엄’ 없앴다…최정우 연임 가능성은,http://www.segye.com/newsView/20231219518451?OutUrl=naver,세계일보언론사 선정,19시간 전,포스코,"포스코그룹이 현직 회장의 연임 우선 심사제를 폐지하는 등 차기 회장 선출 절차 변경안을 확정했다. 최정우 포스코그룹 회장의 3연임 도전 여부가 초미의 관심사로 떠오른 가운데, 포스코그룹이 도입한 새로운 지배구조 체제가 어떤 영향을 미칠지 재계의 이목이 쏠리고 있다. 홀딩스는 19일 이사회를...",2023-12-20
5,"포스코, 현직 회장 연임 우선심사 폐지… 21일 CEO후보추천위 가동",http://www.fnnews.com/news/202312192133077495,파이낸셜뉴스언론사 선정,19시간 전,포스코,포스코그룹이 차기 대표이사 회장 선임 절차를 오는 21일 착수한다. 이와 동시에 '셀프 연임' 논란이 컸던 회장 선출 절차도 대폭 손질했다. 가장 먼저 현직 회장 연임 우선심사제 및 승계 카운슬을 폐지했다. 대신 다양한 후보군 발굴과 자격 심사를 CEO후보추천위원회로 일원화했다. 최정우 그룹 회장은...,2023-12-20
6,"포스코그룹, 연말 100억원 성금 기탁",https://www.hani.co.kr/arti/economy/car/1121159.html,한겨레,3시간 전,포스코,"포스코그룹이 연말을 맞아 사회복지공동모금회에 성금 100억원을 기탁한다고 20일 밝혔다. 포스코그룹은 1999년부터 매년 사회복지공동모금회에 성금을 기탁해왔다. 포스코그룹은 “1999년부터 25년간 전달한 성금 총액은 1920억원”이라고 밝혔다. 이번 성금 기탁은 , 인터내셔널...",2023-12-20
7,"포스코그룹, 정기 임원인사 단행…주요 사장단 인사는 미뤄",https://www.chosun.com/economy/industry-company/2023/12/20/KJJBEL4BMNDUDKVBBVTNFR4JKM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,46분 전,포스코,"후임 회장 인선 절차 고려해 소폭 인사 포스코그룹은 20일 정기 임원 인사를 발표하고 포스코그룹의 김지용(61) 포스코홀딩스 미래기술연구원장(부사장)을 사장으로 승진 발령했다. 김 신임 사장은 그룹 CT0(최고기술경영자)를 맡아 이차전지 소재, 수소 분야 연구개발(R&D) 전략과 기술개발을 주도하고 있다....",2023-12-20
8,"포스코그룹, 이웃돕기성금 100억원 기탁…25년간 1천920억 기부",https://www.yna.co.kr/view/AKR20231220080100003?input=1195m,연합뉴스,3시간 전,포스코,"포스코그룹은 연말을 맞아 20일 이웃돕기 성금 100억원을 사회복지공동모금회에 기탁했다고 밝혔다. 포스코그룹은 지난 1999년부터 25년 동안 모금회에 성금을 전달하고 있다. 이날 기탁으로 기부 총액은 1천920억원으로 불어났다. 올해 성금은 미래세대, 장애인, 다문화 가정 등 취약계층을 지원하고...",2023-12-20
9,포스코 차기 회장 ‘운명의 날’…최정우 연임 여부 촉각,http://www.edaily.co.kr/news/newspath.asp?newsid=01275926635840160,이데일리언론사 선정,1일 전,포스코,"포스코그룹의 차기 회장을 결정지을 운명의 날이 밝았다. 포스코홀딩스가 이사회를 열고 최고경영자(CEO) 선임 규정을 손볼 예정인 가운데, 최정우 회장의 퇴진 또는 연임 의사에 따라 차기 회장 선임 절차 판도가 크게 바뀔 것으로 예상돼 안팎의 이목이 쏠리고 있다. 서울 강남구 센터.(사진=이데일리...",2023-12-20
10,"포스코그룹, 이웃돕기성금 100억원 기탁…25년간 1천920억 기부",https://www.yna.co.kr/view/AKR20231220080100003?input=1195m,연합뉴스,3시간 전,포스코,"포스코그룹은 연말을 맞아 20일 이웃돕기 성금 100억원을 사회복지공동모금회에 기탁했다고 밝혔다. 포스코그룹은 지난 1999년부터 25년 동안 모금회에 성금을 전달하고 있다. 이날 기탁으로 기부 총액은 1천920억원으로 불어났다. 올해 성금은 미래세대, 장애인, 다문화 가정 등 취약계층을 지원하고...",2023-12-20
11,"포스코그룹, 정기 임원인사 단행…주요 사장단 인사는 미뤄",https://www.chosun.com/economy/industry-company/2023/12/20/KJJBEL4BMNDUDKVBBVTNFR4JKM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,47분 전,포스코,"후임 회장 인선 절차 고려해 소폭 인사 포스코그룹은 20일 정기 임원 인사를 발표하고 포스코그룹의 김지용(61) 포스코홀딩스 미래기술연구원장(부사장)을 사장으로 승진 발령했다. 김 신임 사장은 그룹 CT0(최고기술경영자)를 맡아 이차전지 소재, 수소 분야 연구개발(R&D) 전략과 기술개발을 주도하고 있다....",2023-12-20
12,포스코 차기 회장 ‘운명의 날’…최정우 연임 여부 촉각,http://www.edaily.co.kr/news/newspath.asp?newsid=01275926635840160,이데일리언론사 선정,1일 전,포스코,"포스코그룹의 차기 회장을 결정지을 운명의 날이 밝았다. 포스코홀딩스가 이사회를 열고 최고경영자(CEO) 선임 규정을 손볼 예정인 가운데, 최정우 회장의 퇴진 또는 연임 의사에 따라 차기 회장 선임 절차 판도가 크게 바뀔 것으로 예상돼 안팎의 이목이 쏠리고 있다. 서울 강남구 센터.(사진=이데일리...",2023-12-20
13,"포스코그룹, 이웃돕기성금 100억원 기탁",https://www.khan.co.kr/economy/business/article/202312201618001,경향신문,56분 전,포스코,"포스코그룹은 연말을 맞아 20일 이웃돕기 성금 100억원을 사회복지공동모금회에 기탁했다고 밝혔다. 이날 서울 중구 사회복지공동모금회 회관에서 진행된 성금 전달식에는 사회복지공동모금회 김병준 회장, 포스코홀딩스 양원준 커뮤니케이션팀장(부사장) 등이 참석했다. 올해 성금은 미래세대, 장애인...",2023-12-20
14,경제 일구고 가치 나누고… 포스코와 포항 ‘아낌없는 동행’,https://www.seoul.co.kr/news/newsView.php?id=20231220019002&wlog_tag3=naver,서울신문,12시간 전,포스코,"포스코가 창립된 1968년 당시 경북 포항시 인구는 7만명에 불과했다. 55년이 지난 현재 포항시는 포스코의 발전과 더불어 인구 50만명의 산업도시가 됐다. 포항지역 제조업 종사자 4만 2000명 중 포스코를 포함한 그룹사, 협력사 등에서 근무하는 인원은 2만 8000명이다. 포항시 제조업 종사자의 67%가 와...",2023-12-20
15,"포스코그룹, '입찰담합 예방TF' 1년…계열사 피해 선제대응",http://www.newsis.com/view/?id=NISX20231218_0002561775&cID=13001&pID=13000,뉴시스언론사 선정,2일 전,포스코,"포스코그룹은 주요 계열사들이 참여하는 '입찰담합 피해예방 TF(태스크포스)'를 꾸리고 그룹사 차원에서 담합 피해를 사전 예방하는 활동을 강화하고 있다고 18일 밝혔다. 입찰담합 피해예방 TF는 지난해 12월부터 포스코홀딩스, , 이앤씨, 퓨처엠, 플로우, 엔투비 총 6개사가 계열사별...",2023-12-20
16,"포스코 임직원, 취약이웃 따뜻한 겨울나기 지원",http://www.newsis.com/view/?id=NISX20231219_0002564085&cID=10810&pID=10800,뉴시스,1일 전,포스코,포스코는 겨울철 혹한기를 앞두고 도움의 손길이 필요한 이웃들이 따뜻한 연말을 보낼 수 있도록 의류기부 나눔 캠페인을 진행했다고 19일 밝혔다. 포스코는 이날 임직원들로부터 기부 받은 의류 약 2700여 점을 국내외 소외이웃과 환경을 보호하는 비영리기관에 전달했다. 앞서 는 전 임직원들을...,2023-12-20
17,"포스코, '셀프 연임' 폐지…'CEO후보 추천위원회 '21일부터 가동",https://www.sedaily.com/NewsView/29YKOF17UY,서울경제,19시간 전,포스코,포스코그룹이 차기 회장 선출 제도를 개편해 현직 회장의 프리미엄을 대폭 줄였다. ‘셀프 연임’ 논란이 일었던 현직 회장의 우선 심사를 없애 최정우... 포스코그룹은 바뀐 절차에 따라 이달 21일 ‘CEO후보추천위원회(후추위)’를 가동해 차기 회장 선임 절차에 돌입한다. 홀딩스는 19일 서울 강남구...,2023-12-20
18,"포스코이앤씨, 건설업 최초 공정거래 자율준수 AAA 최고 등급 획득",http://www.newsis.com/view/?id=NISX20231218_0002561500&cID=10401&pID=10400,뉴시스언론사 선정,2일 전,포스코,포스코이앤씨(옛 포스코건설)가 공정거래위원회의 2023년 '공정거래 자율준수 프로그램(Compliance Program·CP) 평가'에서 건설업 최초로 'AAA(최우수)' 최고등급을 받았다고 18일 밝혔다. CP는 기업들이 공정거래 관련 법규를 자체적으로 준수할 수 있도록 공정위가 2006년 도입한 자율준법제도다. 공정위는 CP도입...,2023-12-20
19,[인사] 포스코그룹 정기 임원인사 명단공개...주요 사장단 제외,https://www.gukjenews.com/news/articleView.html?idxno=2883148,국제뉴스,17분 전,포스코,"포스코그룹 사옥 전경 (사진=포스코) 포스코그룹이 2024 임원 정기인사를 20일 발표했다. 회사는 이번 인사에 대해 그룹 7대 핵심 사업의 중장기 성장 전략에 맞춰 그룹 내 인적역량을 적재적소에 재배치, 혁신을 도모하는 데 집중했다고 밝혔다. 이번 인사에서 그룹의 R&D전략과 기술개발을 주도하는...",2023-12-20
