,cnt,description,link,org_link,pDate,title
0,1,게임보다는 <b>투자</b>자산으로서의 토큰에 좀 더 초점이 맞춰진 경우가 많았습니다. 이는 일본을 포함해 AAA급 게임 개발사들이 합류하면 자연스럽게 해소될 것으로 기대합니다. <b>해치랩스</b>가 초점을 맞추는 부분은 두번째... ,https://www.mk.co.kr/article/10877399,https://www.mk.co.kr/article/10877399,2023-11-17 11:34:00,"뜨는 일본 웹3, 러브콜 받는 한국 블록체인 기업 ‘<b>해치랩스</b>’[엠블록레터]"
1,2,"<b>해치랩스</b> 관계자는 “지갑 사업에 집중하기로 하면서 OTC를 멈췄다”고 설명했다. 주로 기관 고객을 상대하는 하이퍼리즘도 OTC를 접었다. 오상록 하이퍼리즘 대표는 “하이퍼리즘은 본래 <b>투자</b> 회사였고, 지금이... ",https://decenter.kr/NewsView/29W69TM5GV,https://decenter.kr/NewsView/29W69TM5GV,2023-10-31 16:20:00,"국내 주요 가상자산 기업, 장외거래(OTC) 중단···”법인 <b>투자</b> 활로 열어줘..."
2,3,"빗썸의 자회사인 로똔다와 그라운드X, <b>해치랩스</b> 등이 나란히 오아시스(Oasys)와 파트너십을 맺고 지갑 연동에... 없다”며 “세가나 반다이남코 등 일본 유력 게임사가 오아시스에 <b>투자</b>하고 헤쳐 모인 형태”라고 설명했다.",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202310261054593280108956,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202310261054593280108956,2023-10-30 12:42:00,"[더벨][한국 웹3, 일본 출사표]'오아시스' 찾은 K-블록체인 지갑, 日 P2E 독주..."
3,4,"등의 <b>투자</b>도 유치했다. T2WEB은 페이스월렛 적용으로 한국, 일본 등 아시아 시장에서 존재감을 높이는 계기가 될 것으로 봤다. 페이스월렛은 넥슨, 넷마블 등도 채용할 예정이다. <b>해치랩스</b>는 지난 9월 7일 오아시스와... ",https://www.theguru.co.kr/news/article.html?no=61838,https://www.theguru.co.kr/news/article.html?no=61838,2023-10-27 09:12:00,"<b>해치랩스</b>, 日 블록체인 시장 공략 강화…T2WEB과 파트너십"
4,5,"(가상자산) 산업이 코인 <b>투자</b>로만 인식되고 있는 상황에서 디지털 기술이라는 점을 행사에 참여하는... KODA는 가상자산 수탁 업체로 KB국민은행, <b>해치랩스</b>, 해시드 등 3개 기업이 만든 합작법인이다. 조 이사는... ",https://www.etoday.co.kr/news/view/2292706,https://www.etoday.co.kr/news/view/2292706,2023-10-17 05:02:00,[미리보는 2024 테크 퀘스트] “가상자산 투명성 검증…은행<b>투자</b> 줄잇는 커스...
5,6,등에 <b>투자</b>할 것으로 알려졌다. 리고 재단은 &quot;하반기에 예정돼 있는 메인넷 오픈을 앞두고 마지막 시스템 정비에 전력을 다하고 있다. <b>해치 랩스</b> 보안 검수를 통해 발견된 이슈를 전부 보완해 안정적인 버전의... ,https://www.datanet.co.kr/news/articleView.html?idxno=187212,https://www.datanet.co.kr/news/articleView.html?idxno=187212,2023-09-18 09:06:00,"리고재단, 리고 0.8 백서 공개…블록체인 프로젝트 본격화"
6,7,등에 <b>투자</b>한다는 계획이다. 리고 재단은 &quot;하반기에 예정돼 있는 메인넷 오픈을 앞두고 마지막 시스템 정비에 전력을 다하고 있다. <b>해치 랩스</b> 보안 검수를 통해 발견된 이슈를 전부 보완해 안정적인 버전의... ,http://www.itdaily.kr/news/articleView.html?idxno=216827,http://www.itdaily.kr/news/articleView.html?idxno=216827,2023-09-18 09:02:00,"리고 재단, 'RIGO 0.8' 백서 공개…블록체인 프로젝트 본격 추진"
7,8,등에 <b>투자</b>할 것으로 알려졌다. 리고 재단은 “하반기에 예정되어 있는 메인넷 오픈을 앞두고 마지막 시스템 정비에 전력을 다하고 있다. <b>해치 랩스</b> 보안 검수를 통해 발견된 이슈를 전부 보완해 안정적인... ,https://www.etnews.com/20230915000220,https://www.etnews.com/20230915000220,2023-09-18 09:01:00,"리고 재단, RIGO 0.8 백서 공개…블록체인 프로젝트 박차"
8,9,기업들의 가상자산 <b>투자</b> 수요를 확인한 <b>해치랩스</b>는 쉬운 UI·UX로 회사 경영관리를 하듯 가상자산을 관리할 수 있도록 헤네시스 월렛을 출시했다. 현재 약 20개 기업이 헤네시스 월렛을 통해 가상자산을 보관 중이다.... ,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202309131007408880102725,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202309131007408880102725,2023-09-15 11:28:00,"[더벨][블록체인 사업모델의 진화] <b>해치랩스</b>, 페이스월렛으로 국내외 블록체인..."
9,10,"마브렉스는 지난 1월 일본 블록체인 게임 커뮤니티 YGG 재팬에 <b>투자</b>한 데 이어 지난 7월 일본 금융청 산하... 오아시스는 국내 기업 중 카카오 블록체인 기술 계열사 그라운드엑스, 블록체인 기술 업체 <b>해치랩스</b>가 개발한... ",http://www.digitaltoday.co.kr/news/articleView.html?idxno=487910,http://www.digitaltoday.co.kr/news/articleView.html?idxno=487910,2023-09-13 08:36:00,"국내 가상자산 업체들, 일본 진출 속도 낸다"
10,11,이상의 <b>투자</b>금을 유치했다. 넥슨은 메이플스토리 유니버스에 폴리곤의 앱체인 솔루션인 '폴리곤 슈퍼넷'을 도입할 예정이다. 그런가 하면 지난 5월엔 암호화폐 지갑 '페이스월렛'을 만든 스타트업 <b>해치랩스</b>와 업무협약... ,https://www.hankyung.com/article/202309055912i,https://www.hankyung.com/article/202309055912i,2023-09-07 14:15:00,아시아 최대 블록체인 행사에 메이플 前 디렉터 등장한 이유 [긱스]
11,12,"기술력으로 국내 블록체인 생태계를 선도하는 대표 기업으로 자리매김할 수 있도록 앞으로도 다양한 기업들과 긴밀한 협력을 추진할 것”이라고 전했다. 삼성과 이더리움재단이 찜한 ‘<b>해치랩스</b>’, 120억 <b>투자</b> 유치",https://www.venturesquare.net/895178,https://www.venturesquare.net/895178,2023-09-07 10:49:00,"<b>해치랩스</b>, 日 웹3 기업 ‘오아시스’와 전략적 파트너십 체결"
12,13,이날 넥슨과 함께 콘퍼런스에 참여한 CCP게임즈는 넥슨이 지난 3월 처음으로 블록체인 게임 개발사에 <b>투자</b>한... 지난 5월에는 '메이플스토리 유니버스'의 대중화를 위해 블록체인 지갑 회사 <b>해치랩스</b>와 업무협약(MOU)을... ,http://www.newsis.com/view/?id=NISX20230905_0002439217&cID=13008&pID=13100,http://www.newsis.com/view/?id=NISX20230905_0002439217&cID=13008&pID=13100,2023-09-06 06:11:00,넥슨이 그리는 NFT 게임 생태계는 '넥슨표 로블록스'
13,14,"KB국민은행은 국내 기업 <b>해치랩스</b> 및 해시드와 가상자산 수탁 기업 '한국디지털에셋(KODA)'을 설립했다. 또 신한은행은 코빗과 블로코, 페어스퀘어랩의 가상자산 수탁 합작법인 '한국디지털자산수탁(KDAC)'에 <b>투자</b>했다.... ",https://www.news1.kr/articles/5161690,https://www.news1.kr/articles/5161690,2023-09-05 14:44:00,"하나銀, 올해 디지털자산 수탁 합작법인 설립…그룹사 STO도 추진(종합)"
14,15,"KB국민은행은 국내 기업 <b>해치랩스</b> 및 해시드와 가상자산 수탁 기업 '한국디지털에셋(KODA)'을 설립했다. 또 신한은행은 코빗과 블로고, 페어스퀘어랩의 가상자산 수탁 합작법인 '한국디지털자산수탁(KDAC)'에 <b>투자</b>했다.... ",https://www.news1.kr/articles/5161513,https://www.news1.kr/articles/5161513,2023-09-05 11:57:00,하나은행도 가상자산 수탁 사업 진출…글로벌 기업 '비트고'와 협약
15,16,"개발자, <b>투자</b>자, 서비스 기획자 등 다양한 웹3 전문가들이 참석해 '글로벌 웹3 게임 이코노미' 산업... 주관사인 엑스플라와 오아시스 주요 파트너사 쟁글, 그라운드엑스, 넥슨, 마브렉스, 율도, 해시드, <b>해치랩스</b>... ",http://www.digitaltoday.co.kr/news/articleView.html?idxno=487009,http://www.digitaltoday.co.kr/news/articleView.html?idxno=487009,2023-09-04 15:02:00,엑스플라-오아시스 해커톤 '비욘드 바운더리스' 성료
16,17,"개발자, <b>투자</b>자, 서비스 기획자 등 웹3 전문가들이 참석해 '글로벌 웹3 게임 이코노미' 산업 현안을... 해시드, <b>해치랩스</b>, KDDI의 글로벌 웹3 기업 전문가들이 심사를 맡았다. 심사위원으로 참여한 변주웅 쟁글... ",https://www.econovill.com/news/articleView.html?idxno=624567,https://www.econovill.com/news/articleView.html?idxno=624567,2023-09-04 11:28:00,엑스플라이·오아시스 주최 웹3 해커톤 '비욘드 바운더리스' 성료
17,18,"해시드, <b>해치랩스</b>, KDDI의 글로벌 웹3 기업 전문가들이 심사를 맡았다. 심사위원으로 참여한 변주웅 쟁글 프로덕트 오너(PO)는 &quot;개발자, <b>투자</b>자, 서비스 기획자 등 웹3 전문가들이 참석해 글로벌 웹3 게임 이코노미 산업... ",https://www.ddaily.co.kr/page/view/2023090411143345932,https://www.ddaily.co.kr/page/view/2023090411143345932,2023-09-04 11:21:00,"크로스앵글, '비욘드 바운더리스'…'웹3 게임 이코노미 다함께 고민'"
18,19,"개발자, <b>투자</b>자, 서비스 기획자 등 다양한 웹3 전문가들이 참석해 ‘글로벌 웹3 게임 이코노미’ 산업... 주관사인 XPLA와 오아시스, 주요 파트너사인 쟁글, 그라운드엑스, 넥슨, 마브렉스, 율도, 해시드, <b>해치랩스</b>... ",https://www.etoday.co.kr/news/view/2280823,https://www.etoday.co.kr/news/view/2280823,2023-09-04 10:00:00,"쟁글, XPLA-오아시스 ‘비욘드 바운더리스’ 데모데이 주요 파트너사로 참여"
19,20,"비트코인 지갑 '엑스버스', 500만달러 <b>투자</b> 유치 비트코인 기반 웹3.0 지갑 개발업체 엑스버스가 500만달러... 쟁글 외에도 그라운드엑스, <b>해치랩스</b>, 해시드, 넥슨 및 율도 등이 파트너사로 참여한다. 상금은 총 6만달러... ",https://dealsite.co.kr/articles/108746,https://dealsite.co.kr/articles/108746,2023-08-16 17:12:00,"[블록캐치] 사이버커넥트, 바이낸스 상장 外"
20,21,지난 3월에는 블록체인 게임 개발사에 처음으로 <b>투자</b>했다. 국내 게임사 펄어비스가 지분 100%를 보유하고... 지난 5월에는 '메이플스토리 유니버스'의 대중화를 위해 블록체인 지갑 회사 <b>해치랩스</b>와 업무협약(MOU)을... ,http://www.newsis.com/view/?id=NISX20230814_0002413708&cID=13008&pID=13100,http://www.newsis.com/view/?id=NISX20230814_0002413708&cID=13008&pID=13100,2023-08-15 09:01:00,블록체인 사업 키우는 넥슨…'넥슨유니버스' 출범
21,22,"이와 더불어 블록체인 기술 기업 <b>해치랩스</b>, 연예기획사 고스트 스튜디오 등과 파트너십을 맺었다. 미투온... 위한 <b>투자</b>를 지속 추진하는 한 편 신작을 중심으로 성장에 힘쓰겠다&quot;고 전했다. #미투온, #미투젠, #2분기 실적... ",http://www.g-enews.com/ko-kr/news/article/news_all/202308110829112865c5fa75ef86_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/202308110829112865c5fa75ef86_1/article.html,2023-08-11 14:08:00,"미투온, 2분기 매출 288억원 전년 동기比 7.3%↑"
22,23,"강 대표는 “학생들에게 발명을 <b>투자</b>와 매출로 잇는 방법을 알려주고, 부침이 있더라도 다시 도전할 수... 문건기 <b>해치랩스</b> 대표는 중학생 시절 코딩에 푹 빠져 지냈다. 문 대표는 “정보올림피아드 대회에 참가하며... ",https://www.chosun.com/economy/science/2023/08/07/OM4QBPTOMJAAPCAEQSIAKC36M4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://www.chosun.com/economy/science/2023/08/07/OM4QBPTOMJAAPCAEQSIAKC36M4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,2023-08-07 04:24:00,“창업은 발명 과정과 비슷… 실패해도 재도전하게 지원해야”
23,24,"KB국민은행은 <b>해치랩스</b>, 해시드와  한국디지털애셋(KODA)을 만들어 지분<b>투자</b>를 진행했으며, 신한은행은 코빗, 블로코, 페어스퀘어랩 등과 한국디지털자산수탁(KDAC)을 설립했다.NH농협은행은 헥슬란트, 한국정보통신, 아톤과... ",https://byline.network/?p=9004111222508925,https://byline.network/?p=9004111222508925,2023-07-05 07:08:00,[그게 뭔가요] 같은 듯 다른 ‘코인 보관 서비스’
24,25,"한편 디알씨모빌리티는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 전문업체 한국지지털에셋(KODA)과 MOU를 체결한 대이어 독자적으로 개발한... ",http://coinreaders.com/74256,http://coinreaders.com/74256,2023-06-27 10:48:00,"디알씨모빌리티(DRC), 30일 청담 UM(빌리 라운지) ‘슈퍼카 NFT’ 페스티벌 개..."
25,26,"KB국민은행은 <b>해치랩스</b>, 해시드와 협력해 합작사인 한국디지털에셋(KODA)를 세웠다. 신한은행과 NH농협은행은 각각 케이닥(KDAC)과 카르도(Cardo)에 전략적 <b>투자</b>를 했다. 수탁 업무는 전통 금융권에서 금융 기관이 고객의... ",https://decenter.kr/NewsView/29QYDH0K5A,https://decenter.kr/NewsView/29QYDH0K5A,2023-06-22 16:12:00,②국내 <b>투자</b> 막혔지만···수탁·운용사 분주한 움직임
26,27,"KODA는 KB국민은행이 블록체인 기술 기업 <b>해치랩스</b>, 블록체인 전문 <b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 전문기업이다. 정보보호 관리체계 인증(ISMS)을 취득하고 FIU에 가상자산사업자 신고을 완료했으며... ",http://www.datanet.co.kr/news/articleView.html?idxno=184058,http://www.datanet.co.kr/news/articleView.html?idxno=184058,2023-06-07 17:46:00,"이지시큐브이, 한국디지털에셋과 올레아 토큰 <b>투자</b>자 보호 수탁 협약"
27,28,"코다는 KB국민은행이 블록체인 기술 기업 <b>해치랩스</b>, 블록체인 전문 <b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 전문업체다. 정보보호 관리체계 인증(ISMS)을 취득하고 FIU에 가상자산사업자 신고가 완료 되었으며... ",http://www.thebigdata.co.kr/view.php?ud=2023060716240759109aeda69934_23,http://www.thebigdata.co.kr/view.php?ud=2023060716240759109aeda69934_23,2023-06-07 16:56:00,"이지시큐브이-한국디지털에셋, 올레아 토큰 <b>투자</b>자 보호 위한 수탁 협약 체결"
28,29,"코다는 KB국민은행이 블록체인 기술 기업 <b>해치랩스</b>, 블록체인 전문 <b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 전문업체다. 정보보호 관리체계 인증(ISMS)을 취득하고 FIU에 가상자산사업자 신고가 완료되었으며... ",http://www.it-b.co.kr/news/articleView.html?idxno=68476,http://www.it-b.co.kr/news/articleView.html?idxno=68476,2023-06-07 16:42:00,"이지시큐브이, 한국디지털에셋과 올레아 토큰 <b>투자</b>자 보호 위한 수탁 협약 체..."
29,30,"디사이퍼의 창립자이기도 한 김재윤 슈퍼블록 대표를 비롯해 문건기 <b>해치랩스</b> 대표, 정현 라디우스(Radius)... &lt;블록체인·가상자산(코인) <b>투자</b> 정보 플랫폼(앱) '블루밍비트'에서 더 많은 소식을 받아보실 수 있습니다&gt;",https://www.hankyung.com/it/article/202306037768g,https://www.hankyung.com/it/article/202306037768g,2023-06-05 14:41:00,&quot;본질은 연구와 중립성&quot;…서울대 블록체인 학회 '디사이퍼'
30,31,KB국민은행은 <b>해치랩스</b>·해시드와 손잡고 합작사인 한국디지털에셋(KODA)을 설립했다. 신한은행은 케이닥(KDAC)에 전략적 <b>투자</b>를 단행했다. 수탁 업무는 전통 금융권에서 금융기관이 고객의 금융자산을 대신 보관·관리하는... ,https://decenter.kr/NewsView/29QP7V2K23,https://decenter.kr/NewsView/29QP7V2K23,2023-06-02 17:34:00,"[블록체인 NOW] 홍콩도 문 열었다···&quot;韓, 코인 업권법·기관<b>투자</b> 허용 서둘..."
31,32,"지난해 헥슬란트는 미래에셋캐피털, 카카오인베스트먼트, 에이벤처스 등 전문 <b>투자</b>기업들로부터 65억원... 보안 감사 및 블록체인 지갑 서비스에 주력하는 <b>해치랩스</b>는 웹3 지갑 페이스 월렛 생태계 확대에 속도를... ",http://www.digitaltoday.co.kr/news/articleView.html?idxno=476947,http://www.digitaltoday.co.kr/news/articleView.html?idxno=476947,2023-05-21 09:30:00,"국내 블록체인 기술 업계, 가상자산 위축 속 성장 활로 모색 분주"
32,33,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 전문업체다. 법인, 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다... ",http://www.e2news.com/news/articleView.html?idxno=253985,http://www.e2news.com/news/articleView.html?idxno=253985,2023-05-17 10:22:00,"블록체인 어플리케이션 통합 플랫폼 플레이킹덤, 'KODA'와 커스터디 계약 체결"
33,34,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 전문업체다. 법인, 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를... ",http://www.kbsm.net/news/view.php?idx=391895,http://www.kbsm.net/news/view.php?idx=391895,2023-05-17 10:18:00,"플레이킹덤, 한국디지털에셋(KODA)와 커스터디 계약 체결"
34,35,"<b>투자</b>자 자산 손실시 법적 책임에 직면할 수 있다. 당국은 가상화폐를 활용한 자금세탁 방지를 위해 거래를 추적하고, 불법이 의심되는 경우 거래를 원천 차단할 수 있다. ◆넥슨 '메이플스토리 유니버스'에 <b>해치랩스</b>... ",https://www.ajunews.com/view/20230517065908386,https://www.ajunews.com/view/20230517065908386,2023-05-17 07:02:00,"[아주경제 코이너스 브리핑] 비트코인, 2만7000달러 사수도 위태롭다"
35,36,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 전문업체다. 법인, 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다... ",https://www.job-post.co.kr/news/articleView.html?idxno=76445,https://www.job-post.co.kr/news/articleView.html?idxno=76445,2023-05-16 18:12:00,"플레이킹덤, 'KODA'와 커스터디 계약 체결"
36,37,"웹3 게임에 대한 진입장벽을 낮추고 대중화할 수 있도록 폴리곤, <b>해치랩스</b> 등 블록체인 파트너들과도... 지날수록 <b>투자</b>에 대한 보상이 빛을 발하는 만큼 메이플 스토리 세계관을 이어나갈 방법을 고민해왔다&quot;고 말했다.... ",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202305150117178880106981,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202305150117178880106981,2023-05-16 13:02:00,"[더벨]넥슨, 블록체인 속도…'메이플스토리 유니버스' 임박"
37,38,"이로 인해 위메이드 주가가 요동치자 위믹스 <b>투자</b>자 등 관계자들은 장 대표를 사기·자본시장법 사기적 부정거래죄 혐의로 검찰에 고소했다. <b>해치랩스</b>, 넥슨과 '메이플스토리N' 게임 대중화 협업 블록체인 기술 업체... ",https://www.ajunews.com/view/20230516063353560,https://www.ajunews.com/view/20230516063353560,2023-05-16 07:08:00,[아주경제 코이너스 브리핑]부채한도 협상 성과부진 우려에...비트코인 2만70...
38,39,"‘메이플스토리 N’은 블록체인 게임 서비스가 가능한 모든 국가를 대상으로 론칭 되며, 정확한 출시 일정은 미정이다. 삼성과 이더리움재단이 찜한 ‘<b>해치랩스</b>’, 120억 <b>투자</b> 유치",https://www.venturesquare.net/880920,https://www.venturesquare.net/880920,2023-05-15 12:07:00,"넥슨·페이스월렛 MOU, 웹3 게임 대중화 협업"
39,40,◆송이라&gt; 그리고 아버지는 <b>해치</b> 펀드에서 일했던 사람이었고 어머니는 교사였어요. 한 살 어린 남동생은... 전 세계에서 50조 원이 넘는 <b>투자</b>자 피해를 입힌 권도형 테라폼<b>랩스</b> 대표 역시 한때는 정말 국위선양하는... ,https://news.kbs.co.kr/news/view.do?ncd=7670044&ref=A,https://news.kbs.co.kr/news/view.do?ncd=7670044&ref=A,2023-05-08 14:39:00,"[성공예감 이대호입니다] 제이피모건을 속인, 실리콘벨리의 통큰 사기꾼들 - ..."
40,41,증권업계에서는 신한<b>투자</b>증권이 유일하게 지난 주 미국에서 열린 블록체인 및 가상자산 업계 글로벌 최대... 이에 대해 문건기 <b>해치랩스</b> 대표는 &quot;지난해 기준 글로벌 거래량 상위 5위 토큰증권은 모두 퍼블릭 체인에서... ,https://www.tokenpost.kr/article-131262,https://www.tokenpost.kr/article-131262,2023-05-02 14:20:00,토큰증권 선점 경쟁 치열...'신한·NH·삼성證' 눈에 띄는 행보
41,42,<b>해치랩스</b>는 최근 토큰증권 제도화에 따라 SK증권과 협력해 관련 기술 개발을 시작했다. 문 대표는 “증권사는 토큰증권을 당장의 수익 창출 기회보다는 2030 세대 <b>투자</b>자를 끌어들일 수 있는 새로운 먹거리 관점에서... ,https://decenter.kr/NewsView/29PESCMHST,https://decenter.kr/NewsView/29PESCMHST,2023-05-01 10:02:00,"문건기 <b>해치랩스</b> 대표 &quot;블록체인, 규제·기술보다 문제 해결 관점으로 접근해..."
42,43,문건기 <b>해치랩스</b> 대표는 “지난해 기준 글로벌 거래량 상위 5위 토큰증권은 모두 퍼블릭 체인에서... 조 그룹장은 “발행을 좀 더 쉽게 하고 <b>투자</b>자의 공시 의무보다 증권 신고서 등 과정을 간략하게 할 수 있는 부분을... ,https://decenter.kr/NewsView/29OHA5DK6D,https://decenter.kr/NewsView/29OHA5DK6D,2023-04-28 18:00:00,"&quot;토큰증권, 유동성 확보가 관건···퍼블릭 체인서도 발행 허용해야&quot; [블록체..."
43,44,"해시드, <b>해치랩스</b> 3개 기업이 참여한 합작법인이다. 법인이 보유한 디지털자산을 안전하게 보관관리하는 서비스를 제공한다. 특히 가상자산공개(ICO) 재단의 코인에 대해 제3자 분리보관, 유통량관리 등을 통해 <b>투자</b>자 보호... ",https://www.etnews.com/20230425000163,https://www.etnews.com/20230425000163,2023-04-25 13:44:00,"한국디지털에셋, 폴리곤 기반 코인 커스터디 제공"
44,45,"KODA는 KB국민은행, 해시드, <b>해치랩스</b>가 함께 설립한 가상자산 수탁 서비스 전문업체이며, 법인의... 문건기 KODA 대표는 &quot;아직 가상자산 업권법이 제정되지 않아, 가상자산에 대한 제3자 보관 등이 없어, <b>투자</b>자 보호... ",https://www.tokenpost.kr/article-130600,https://www.tokenpost.kr/article-130600,2023-04-25 10:50:00,"한국디지털에셋, 폴리곤 <b>랩스</b>와 가상자산 생태계 신뢰도를 높히기 위한 업무협..."
45,46,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. HNB프로토콜의... ",http://www.fnnews.com/news/202304241902129619,http://www.fnnews.com/news/202304241902129619,2023-04-24 19:05:00,"HNB프로토콜, 한국디지털에셋과 커스터디계약 체결 &quot;가상자산 관리&quot;"
46,47,"이어 &quot;코다는 KB국민은행, 해시드, <b>해치랩스</b> 3개 기업이 만든 합작 법인으로 국내 최초 은행이 참여한... 이외에도 <b>투자</b>자보호에도 업계 표준을 리딩하고 있다&quot;라고 밝혔다. 이번 협약으로 코다는 폴리곤 기반 프로젝트... ",http://www.lawissue.co.kr/view.php?ud=202304241519525437204ead0791_12,http://www.lawissue.co.kr/view.php?ud=202304241519525437204ead0791_12,2023-04-24 15:22:00,"[IT이슈] 코다(KODA)-폴리곤 <b>랩스</b>, 가상자산 생태계 신뢰도를 높히기 위한 업..."
47,48,"유통량 관리 서비스를 통해 <b>투자</b>자 보호 조치를 선도하겠단 취지다. 코다는 KB국민은행, 해시드, <b>해치랩스</b>가 만든 합작 법인으로, 국내 최초 은행이 참여한 가상자산 수탁 서비스 전문업체다. 문건기 코다 대표는 “아직... ",https://decenter.kr/NewsView/29OFE7PF9W,https://decenter.kr/NewsView/29OFE7PF9W,2023-04-24 10:50:00,"한국디지털에셋(KODA), 폴리곤<b>랩스</b>와 맞손"
48,49,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. HNB프로토콜의... ",http://www.cooknchefnews.com/news/view/1065575228041529,http://www.cooknchefnews.com/news/view/1065575228041529,2023-04-21 10:10:00,"HNB프로토콜(HNB), 한국디지털에셋(KODA)과 커스터디 계약 체결"
49,50,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. HNB프로토콜의... ",http://coinreaders.com/68553,http://coinreaders.com/68553,2023-04-20 16:16:00,"HNB프로토콜(HNB), 한국디지털에셋(KODA)과 커스터디 계약 체결"
50,51,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. HNB프로토콜의... ",https://www.etnews.com/20230420000228,https://www.etnews.com/20230420000228,2023-04-20 15:03:00,"HNB프로토콜, 한국디지털에셋(KODA)과 커스터디 계약 체결"
51,52,"한국디지털에셋(KODA)은 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를... ",http://www.it-b.co.kr/news/articleView.html?idxno=67492,http://www.it-b.co.kr/news/articleView.html?idxno=67492,2023-04-20 14:46:00,"HNB프로토콜, 한국디지털에셋과 커스터디 수탁계약 체결"
52,53,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. HNB프로토콜의... ",https://www.itbiznews.com/news/articleView.html?idxno=96668,https://www.itbiznews.com/news/articleView.html?idxno=96668,2023-04-20 14:36:00,"HNB프로토콜(HNB), 한국디지털에셋(KODA)과 커스터디 계약 체결"
53,54,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인 및 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. HNB프로토콜의... ",https://www.dailian.co.kr/news/view/1225331/?sc=Naver,https://www.dailian.co.kr/news/view/1225331/?sc=Naver,2023-04-20 14:13:00,"HNB프로토콜(HNB), 한국디지털에셋(KODA)과 커스터디 계약 체결"
54,55,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 설립한 가상자산 수탁 서비스 전문 기업으로 법인 및 기관에 특화된 서비스를 제공한다고 한다. 그동안 가상자산 프로젝트의 총... ",https://www.cbci.co.kr/news/articleView.html?idxno=439810,https://www.cbci.co.kr/news/articleView.html?idxno=439810,2023-04-14 16:20:00,"플랫타이엑스, KODA와 업무협약 체결해"
